docid,title,text,label,category
109,Copper extraction," copper extraction refer to the method use to obtain copper from its ore . the conversion of copper consist of a series of physical and electrochemical process . method have evolve and vary with country depend on the ore source , local environmental regulation , and other factor . 

 as in all mining operation , the ore must usually be beneficiate ( concentrated ) . the processing technique depend on the nature of the ore . if the ore be primarily sulfide copper mineral ( such as chalcopyrite ) , the ore be crush and ground to liberate the valuable mineral from the waste ( ' gangue ' ) mineral . It be then concentrate use mineral flotation . the concentrate be typically then sell to distant smelter , although some large mine have smelter locate nearby . such colocation of mine and smelter be more typical in the 19th and early 20th century , when small smelter could be economic . the sulfide concentrate be typically smelt in such furnace as the outokumpo or inco flash furnace or the isasmelt furnace to produce matte , which must be convert and refine to produce anode copper . finally , the final refining process be electrolysis . for economic and environmental reason , many of the byproduct of extraction be reclaim . sulfur dioxide gas , for example , be capture and turn into sulfuric acid -- which can then be use in the extraction process or sell for such purpose as fertiliser manufacture . 

 oxidised copper ore can be treat by hydrometallurgical extraction . ",real mining,
110,"Dundee, KwaZulu-Natal"," the coal mining town of dundee be situate in a valley of the biggarsberg mountain in kwazulu - natal , south africa ( ) . It be part of the endumeni municipality , umzinyathi district . It be very rich in coal deposit . more populous than the town of dundee itself be its adjacent township name sibongile . this township be now be extend with many reside zone , e.g. lindelani . 
 dundee be originally establish by peter smith , with land contribute by his son in - law . 
 dundee be establish in 1882 after the realisation that the valley be a natural way for traveller into the interior of africa . trader , hunter explorer , missionary and soldier all make their way through here . a large fort , fort jones , house british troop in the area during the anglo zulu war of 1879 . the discovery of coal in the area date from early voortrekker record of 1838 and later geologial survey in the 1860 . It be name after the hometown of a pioneering scottish settler , peter smith . at first , dundee be a farm ( dundee farm ) , the property of peter smith , which he have buy from a voortrekker settler , mr dekker . three other man be also credit with the founding of dundee ; his son william craighead smith , son - in - law dugald mcphail , and close family friend charles wilson . ",real mining,
111,"Auraria, Georgia"," auraria be a ghost town in lumpkin county , georgia , united states , southwest of dahlonega . Its name derive from aurum , the latin word for gold . in its early day , it be also know variously as dean , deans , nuckollsville , and scuffle town . ] ",real mining,
112,Dominion Diamond Mines," dominion diamond mines ( formerly know as dominion diamond corporation , harry winston , and aber ) be a canadian specialist diamond mining company . 

 the company hold a 40 % stake in the diavik diamond mine project . production at the diavik diamond mine , canada 's second diamond mine , be operate by dominion diamond mines ' joint venture partner , diavik diamond mines inc. , a subsidiary of rio tinto group . the mine begin produce diamond in november 2002 . 

 in 2012 the company purchase all of bhp billiton 's diamond asset ; the primary asset be the ekati diamond mine , which be adjacent to the diavik mine . harry winston to purchase ekati diamond mine for $ 700 million , forbes , 2012 - 11 - 13 

 diavik and ekati combine be estimate to produce over 7 million carat of diamond in 2014 , worth an estimate $ 1.1 billion . diavik and ekati be currently rank the 9th and 19th large diamond mine in the world , respectively , accord to total carat production . 

 the company 's participation in the retail segment of the diamond pipeline be by mean of its ownership of harry winston , inc. , a chain of retail store . on january 14 , 2013 the company announce that it have enter into an agreement to sell its luxury brand diamond jewelry and timepiece division , harry winston inc. , to the swatch group ltd. for us$ 750 million plus their assumption of up to us$ 250 million of pro forma net debt . the transaction include the brand and all the activity relate to jewelry and watch , include the 535 employee worldwide and the production company in geneva ( switzerland).http://www.swatchgroup.com / en / service / archive/2013/swatch_group_acquires_the_jewelry_and_watch_brand_harry_winston_inc 

 aside from its corporate office in calgary , dominion diamond mines also have clean and sort facility in yellowknife and mumbai and a marketing office in antwerp , belgium . 

 in march 2017 , dominion diamond announce it have receive an unsolicited and non - bind expression of interest from the washington companies to acquire the company for us$ 1.1 billion . 
  "" dominion diamond receive us$ 1.1 billion unsolicit bid from the washington companies "" , juniorminingnetwork.com , 20 march 2017 . retrieve 20 march 2017 .   in july 2017 , dominion announce that it would accept the deal , which close in november . 

 in june 2017 , a deal be sign with online diamond retailer james allen to make it the exclusive online retailer of canadamark diamond . bates , rob . "" james allen , canadamark , and the grow trend towards origin tracking "" , jck , 2 june 2017 . retrieve on 6 june 2017.""james allen links up with canadamark "" , rapaport - diamonds.net , 5 june 2017 . retrieve on 6 june 2017 . 

 in october , 2018 a 552-carat yellow diamond be discover at the diavik diamond mine in canada 's northwest territories . ",real mining,
113,Sovereign Hill," sovereign hill be an open - air museum in golden point , a suburb of ballarat , victoria , australia .   sovereign hill depict ballarat 's first ten year after the discovery of gold there in 1851 . It be officially open on 29 november 1970 and have become a nationally acclaim tourist attraction . It be one of victoria 's most popular attraction and ballarat 's most famous . 

 set in the australian 1850s , the complex be locate on a 25-hectare site that be link to the rich alluvial gold rush in the world . the site comprise over 60 historically recreate building , with costumed staff and volunteer , who be able to answer question and will pose for photo . the recreation be complete with antique , artwork , book and paper , machinery , livestock and animal , carriage , and device all appropriate to the era . ",real mining,
114,"Glencoe, KwaZulu-Natal"," glencoe be situate in the umzinyathi district , district of kwazulu - natal , south africa . 

 the main economic activity in the area be coal mining while sheep and cattle ranch be also practice . ",real mining,
115,Herb Dhaliwal," harbance singh ( herb ) dhaliwal , pc ( bear december 12 , 1952 ) be a canadian politician and businessman . 

 He be first elect to the canadian house of commons in the 1993 election as the liberal member of parliament ( mp ) for vancouver south . 

 prime minister jean chrétien recommend dhaliwal 's appointment to cabinet ( the first indian - canadian to become a federal cabinet minister ) in 1997 as minister of revenue . in 1999 , he become minister of fisheries and oceans , and in 2002 he be appoint minister of natural resources and minister with political responsibility for british columbia . 

 dhaliwal be a firm supporter of chrétien against paul martin 's attempt to force the liberal leader to retire . as a result , martin 's campaign team target dhaliwal and successfully take over his rid association . dhaliwal publicly denounce martin 's campaign team for this , and criticize them for restrict access to liberal party membership form . allegation be make by warren kinsella , among other , that martin 's team exploit the fact that dhaliwal 's wife be suffer from cancer , although dhaliwal be not with his wife , but rather travel out of the country on the date of his rid 's annual general meeting , which he lose . 

 when chrétien announce his resignation , dhaliwal briefly consider run in the 2003 liberal leadership campaign , but decide against it . several month later , he endorse martin for leader and say he would be willing to serve in a martin cabinet . but , on december 3 , 2003 , he announce that he would not be run for re - election . ",real mining,
116,École nationale supérieure des mines de Nancy," mines nancy ( école nationale supérieure des mines de nancy in french or nancy school of mines in english ; also refer to as ensmn , école des mines de nancy or mines nancy ) be one of the french generalist engineering grandes ecoles . 

 It be locate in the campus artem , in the city of nancy , eastern france ( it take just 1h30 from paris with tgv ) , and be part of the university of lorraine . around 400 student be teach general science and management and 300 follow specialise master program . these student be teach by 60 permanent professor . there be also 400 researcher include a hundred doctorant . 
 despite its small size , it be well represent in the french industry . most of its student hold executive position in the industry and large corporation or scientific research position in france or abroad . 

 It be create in 1919 on the request of the university of nancy in order to contribute to the reconstruction of the mining and steel industry in the east of france after world war i. at the end of the 1950 , under the impulse of its then - director bertrand schwartz ( young brother of laurent schwartz ) , the school reorganize its curriculum to include a balanced blend of engineering , management and social science . at the time , it be an innovative educational model for engineer , that be later extend to other grandes ecoles . ",real mining,
117,Dune (franchise)," dune be a science fiction medium franchise that originate with the 1965 novel dune by frank herbert . dune be frequently cite as the best - sell science fiction novel in history . It win the 1966 hugo award and the inaugural nebula award for good novel , and be later adapt into a 1984 film and a 2000 television miniserie . herbert write five sequel , and the first two be present as a miniserie in 2003 . the dune universe have also inspire some traditional game and a series of video game . since 2009 , the name of planet from the dune novel have be adopt for the real - world nomenclature of plain and other feature on saturn 's moon titan . 

 frank herbert die in 1986 . begin in 1999 , his son brian herbert and science fiction author kevin j. anderson publish a number of prequel novel , as well as two which complete the original dune series ( hunters of dune in 2006 and sandworms of dune in 2007 ) , partially base on frank herbert 's note discover a decade after his death . 

 the political , scientific , and social fictional setting of herbert 's novel and derivative work be know as the dune universe , or duniverse . set ten of thousand of year in the future , the saga chronicle a civilization which have ban all form of computer , or "" think machine "" , but have also develop advanced technology and mental and physical ability . vital to this empire be the harsh desert planet arrakis , only known source of the spice melange , the most valuable substance in the universe . 

 due to the similarity between some of herbert 's term and idea and actual word and concept in the arabic language , as well as the series ' "" islamic undertone "" and theme , a middle eastern influence on herbert 's work have be note repeatedly . ",real mining,
118,Areva," areva s.a. be a french multinational group specialize in nuclear power and renewable energy headquarter in paris , france . before restructure areva be majority own by the french state , carol matlack , areva be cost france plenty , bloomberg businessweek , 17 april 2015 . through french alternative energies and atomic energy commission ( 54.37 % ) , banque publique d'investissement ( 3.32 % ) , and agence des participation de l'état ( 28.83 % ) . moreover , électricité de france of which the french government have a majority ownership stake , own 2.24 % ; kuwait investment authority own 4.82 % as the second large shareholder after the french state . It be also list at euronext . as a part of the restructuring program after insolvency , areva sell out or discontinue its renewable energy business , sell its reactor business subsidiary areva np ( now : framatome ) to edf and its nuclear propulsion and research reactor subsidiary areva ta ( now : technicatome ) to agence des participation de l'état , and separate its nuclear cycle business into a separate company new areva ( later : orano ) . as a result , areva s.a. become wholly state - own by the french government , and it stay responsible only for the liability relate to the olkiluoto 3 project in finland , and   for hold a 40 % stake in orano . ",real mining,
119,Turda," turda (; ; ; ) be a city in cluj county , romania , situate on the arieș river . ",real mining,
120,"Girdwood, Anchorage"," girdwood be a resort town within the southern extent of the municipality of anchorage in the state of alaska .   locate near the end of the turnagain arm of cook inlet , girdwood lie in a valley in the southwestern chugach mountains , surround by seven glacier feed into a number of creek , which either converge within the valley or empty directly into the arm .   girdwood be typically access by the seward highway ( milepost 90 ) , with the main line of the alaska railroad parallel the highway .   by road distance , most of the community lie within   of downtown anchorage .   accord to 2014 estimate , a little under 2,000 people live in the valley . 

 found as a community to supply miner during the turnagain arm gold rush of the 1890s , girdwood be mostly a small , quiet place until the middle of the 20th century .   two event drastically alter that .   the first be the establishment of alyeska resort along the slope of mount alyeska , which become an international destination coincidental with anchorage 's civic promotion of itself as "" the air crossroads of the world "" .   the second be the 1964 earthquake , which devastate the original townsite locate directly along the arm .   follow the earthquake , most of the town move further up the valley to a new townsite , though a few home remain and a strip mall be later construct along the seward highway .   historically dominate in the year since the resort 's opening by seasonally - occupy vacation home and seasonal activity at the resort , the opening of the alyeska prince hotel during the 1990 have shift the resort , and hence girdwood as a whole , more towards year - round activity and a year - round economy .   this have lead to periodic debate about community growth and affordability of housing for resort worker , many of whom over the year have resort to camp illegally on public land . 

 girdwood still revolve heavily around seasonal activity , with skiing and snowboard at alyeska resort bring visitor and their money into the community .   summer activity be also popular , which include hiking , fish and rafting .   the girdwood forest fair , hold every july , be the community 's most significant visitor attraction apart from resort - relate activity .   girdwood be locate within the northernmost extent of rain forest on earth , and also serve as the close point of access to chugach national forest from anchorage proper . ",real mining,
121,Neuseenland," neuseenland be an area south of leipzig , germany , where old open - cast mine be be convert into a huge lake district . the region 's name be a marketing concept and it mean "" new lakeland "" in german . It should not be confuse with the german name for new zealand , "" neuseeland "" . It be plan to be finish in 2060http://www.seenkompass.de / refresh.php?object = schwerzau 

 It contain the follow lake , some of which be not yet flood : 
       
  name sizelake bockwitz   markkleeberg lake cospuden lake   schladitz lakehain lake    borna reservoir   harth lake witznitz reservoirhaselbach lake störmthal lake haubitz lakewerben lakekahnsdorf lake zwenkau lake   kulkwitz lake peres lake lake groitzsch goitzsche lake * 
  3 former open - cast mine north of leipzig . 

 altogether they have an expanse of 30,000 ha , approx 116    mi² . 

 once fully flood they will have a final expanse of 270    mi² ( 70,000 ha ) ",real mining,
122,"Lightning Ridge, New South Wales"," lightning ridge be a small outback town in north - western new south wales , australia . part of walgett shire , lightning ridge be situate   near the southern border of queensland , about six kilometre east of the castlereagh highway . the lightning ridge area be a world - renown centre of the mining of black opal and other opal gemstone . ",real mining,
123,"Plymouth, Pictou County, Nova Scotia"," plymouth be a small canadian rural community in pictou county , nova scotia locate approximately 3 km south of the town of new glasgow .   It stretch along route 348 situate on the east bank of the east river of pictou , opposite the town of stellarton . 

 now largely dominate by mixed farming and near - urban sprawl , plymouth be home to the site of the westray mine . a methane gas explosion in the mine on may 9 , 1992 , which kill 26 miner , place plymouth in the international media spotlight for almost a week during the fail rescue effort , with the local community centre , opposite the mine site , become a symbol of the area . 

 category : community in pictou county , nova scotia 
 category : mining community in nova scotia ",real mining,
124,Bootleg mining," bootleg mining or shoemaker mining be illegal coal mining .  

 the term originate around the 1920 , though the practice probably predate that . generally , a bootleg mine ( sometimes call a bootleg pit ) be a small mine dig by a handful of man . often this take place surreptitiously on land own by somebody else , such as a coal company .   They be frequently dig by coal miner off official tunnel in order to procure additional , free coal for themselves , a practice that cause additional ramification when fight mine fire . sometimes small pit be hide under house or outbuilding .   usually , the mine be not large enough to turn around in . the pit be know for be unsafe , and often cause collapse . 

 the practice have die away in the united states ; an american with simple equipment can not dig enough coal in a day to reach a living wage .   bootleg mine in china be still very common , as be the fatality result from unregulated mining . ",real mining,
125,Mining accident," a mining accident be an accident that occur during the process of mining mineral . thousand of miner die from mining accident each year , especially from underground coal mining , although hard rock mining be not immune from accident .   coal mining be consider much more hazardous than hard rock mining due to flat - lie rock stratum , generally incompetent rock , the presence of methane gas , and coal dust . most of the death these day occur in develop country , and rural part of develop country . 

 mining accident can have a variety of cause , include leak of poisonous gas such as hydrogen sulfidekucuker h. "" occupational fatality among coal mine worker in zonguldak , turkey , 1994–2003 "" . occup med ( lond ) 2006 mar;56(2):144 - 6 .   or explosive natural gas , especially firedamp or methane , terazawa k , takatori t , tomii s , nakano k. methane asphyxia . coal mine accident investigation of distribution of gas . be j forensic med pathol . 1985 sep;6(3):211 - 4 .   dust explosion , collapse of mine stope , mining - induce seismicity , flooding , or general mechanical error from improperly use or malfunction mining equipment ( such as safety lamp or electrical equipment ) . use of improper explosive underground can also because methane and coal dust explosion . ",real mining,
126,Dynamic Earth," dynamic earth be an interactive science museum in greater sudbury , ontario , canada . own and operate by science north , dynamic earth be an earth science museum which build on the city 's mining heritage , focus principally on geology and mining history exhibition . 

 the centre , which open in 2003 , be home to the big nickel , one of the city 's most famous landmarks.""sudbury 's big nickel celebrate 45 year "" . northern life , july 24 , 2009 . ",real mining,
127,"Thane, Juneau"," thane be a neighborhood in the city and borough of juneau in the u.s. state of alaska . locate along gastineau channel , it begin one mile ( 1.6    km ) south of downtown juneau and consist of approximately five dozen house spread over five mile ( 8    km ) . all the house be locate on thane road , which come to a dead end about six mile ( 10    km ) from downtown ; there be no side street . It be name for bartlett l. thane , manager and director of the alaska - gastineau mining company . 

 the only electric link to snettisham hydroelectric dam - juneau ’s primary electric power plant - travel through thane . avalanche knock out this power line somewhat routinely , force the local power company , alaska electric light & power , to keep a series of reserve diesel generator on standby . ",real mining,
128,Excavatability," the excavatability of an earth ( rock and regolith ) material be a measure of the material to be excavate ( dug ) with conventional excavation equipment such as a bulldozer with ripper , backhoe , scraper and other grading equipment . material that can not be excavate with conventional excavation equipment be say to be non - rippable . such material typically require pre - blasting or use of percussion hammer or chisel to facilitate excavation . the excavatability or rippability of earth material be evaluate typically by a geophysicist , engineering geologist , or geotechnical engineer . ",real mining,
129,California State Mining and Mineral Museum," the california state mining and mineral museum be a museum in the state park system of california , usa , interpret the state 's mineral resource and mining heritage .   It be locate in mariposa on the mariposa county fairground . 

 the big news of 1848 be the discovery of gold in california . this event create international interest and soon a mass immigration of fortune seeker and pioneer trek their way to pan the stream for gold in the sierra nevada foothill . more than a century later , gold and legend of old west mining continue to fascinate historian . 

 although this be one of california 's new state park , the museum house a collection that be start in 1865 in san francisco -- the official california state mineral collection , with over 13,000 mineral , rock , gem , fossil , and historic artifact . recently return ( in 2000 ) be the popular crystalline gold "" fricot nugget "" , weigh 201 troy ounce ( 6.25    kg ) -- the large one find during the gold rush . 

 illustrative of day long - go be a work scale model of a stamp mill , demonstrate the process of extract gold from quartz rock . in spring of 2001 , the mining tunnel connect to the museum be reopen . the tunnel be a trip back through time , focus on the life of miner work in california 's hard rock mine during the later part of the gold rush . It allow visitor to experience first - hand what it feel like to spend the day work inside a dark , cool and damp underground chamber , excavate from solid rock and shore up with timber . 

 a visit to the california state mining and mineral museum offer the visitor the chance to explore the wealth of the mother lode , view mineral and gem from around the world , and to experience a little bit of california 's mining history adventure . throughout the year special rotate display from private collection and other institution will be exhibit , make return trip to this museum well worth your time . 

 educator can call the museum for information on curriculum base educational program for grades 1 to 12 and college level . ",real mining,
130,"Kiwalik, Alaska"," kiwalik ( sometimes write keewalik ) be an unincorporated community in the northwest arctic borough in the u.s. state of alaska . It be locate where the kiwalik river flow into kotzebue sound on the seward peninsula ,   south of kotzebue . 

 kiwalik be once a small community that support mining operation at candle , 7 mile away on the kiwalik river , by candle creek . It be now use only by subsistence hunter and traveler who stop to use the public shelter cabin on the public road ( kiwalik - candle route ) to access the graveyard , which be surround by private property . the community be now abandon and dilapidate , fill with rusty hulk , trash and break down building . ",real mining,
131,Martin Marietta Inc.," martin marietta inc. ( ) be an american - base company and a member of the s&p 500 index . the company be a supplier of aggregate and heavy building material , with operation span 26 state , canada and the caribbean . in particular , martin marietta supply the resource for road , sidewalk and foundation . 

 martin marietta 's magnesia specialties business provide a full range of magnesium oxide , magnesium hydroxide and dolomitic lime product . 

 It be establish as an independent company in 1996 , spin off from the newly create lockheed martin after have be part of martin marietta since 1961 . It date its origin back to 1939 , when superior stone , an aggregate company in raleigh , north carolina , be found . ",real mining,
132,Derbyshire lead mining history," this article detail some of the history of lead mining in derbyshire , england . ",real mining,
133,Dartmoor tin-mining," the tin mining industry on dartmoor , devon , england , be think to have originate in pre - roman time , newman 1998 , p.4 . and continue right through to the 20th century , when the last commercially work mine ( golden dagger mine ) close in november 1930 ( though it see work during the second world war ) . from the 12th century onwards tin mining be regulate by a stannary parliament which have its own law . 

 tin be smelt from cassiterite , a mineral find in hydrothermal vein in granite , and the upland of dartmoor be a particularly productive area . the technique use for the extraction of tin from dartmoor follow a progression from stream through open cast mining to underground mining . today , there be extensive archaeological remain of these three phase of the industry , as well as of the several stage of processing that be necessary to convert the ore to tin metal . ",real mining,
134,"Kennecott, Alaska"," kennecott , also know as kennicott and kennecott mines , be an abandon mining camp in the valdez - cordova census area in the u.s. state of alaska that be the center of activity for several copper mine . It be locate beside the kennicott glacier , northeast of valdez , inside wrangell - st . elias national park and preserve . the camp and mine be now a national historic landmark district administer by the national park service . 

 It be declare a national historic landmark in 1986 . and    ",real mining,
135,Consolidated Mine," the consolidated mine be a gold mine in lumpkin county , georgia , united states , just east of dahlonega . like most of the area around dahlonega , the placer mining on the land on which the mine be locate probably start during the georgia gold rush . by 1880 , the placer deposit be exhaust and the land be down to hard rock . gold be soon discover in a huge quartz vein system , and mine . "" the rich acre "" be mine deep into the ground , and the result shaft become know as the "" glory hole . "" 

 after an interruption of operation at the mine , a group of investor purchase about 7,000 acre ( 28    km² ) of land around the discovery sight and form the dahlonega consolidated gold mining co. in 1895 . after construct the large stamp mill east of the mississippi river at the consolidated mine property , the mining co. fold in 1906 . the mine 's low working become flood and lie dormant until seventy - five year later , when the site come under new ownership . 

 there be still gold to be mine here – but the cost of extract the gold from the mine exceed the value of the gold , at least for the time be . today , a part of the upper level of the mine remain open for tourist , who can tour portion of the "" glory hole "" underground and pan for gold . original cart rail , electrical line and even an operational pneumatic drill recover from the mine may be view . this mine and crisson mine be the two mine in the dahlonega area that remain open for tourist . the consolidated mine remain the only mine in the area safe enough to take tourist into . ",real mining,
136,JCB (company)," j.c. bamford excavators limited , universally know as jcb , be a british multinational corporation , with headquarter in rocester , staffordshire , manufacture equipment for construction , agriculture , waste handling and demolition . It produce over 300 type of machine , include digger ( backhoe ) , excavator , tractor and diesel engine . It have 22 factory across asia , europe , north america and south america ; its product be sell in over 150 country . 

 jcb be found in 1945 by joseph cyril bamford , after whom it be name ; it continue to be own by the bamford family . in the uk , india and ireland , the word "" jcb "" be often use colloquially as a generic description for mechanical digger and excavator and now appear in the oxford english dictionary , although it be still hold as a trademark . ",real mining,
137,White Fang (1991 film)," white fang be a 1991 american northern adventure drama film direct by randal kleiser , star ethan hawke , klaus maria brandauer and seymour cassel . base on jack london 's novel white fang , it tell the story of the friendship between a young klondike gold prospector and a wolfdog .   white fang be portray by a wolfdog , jed , who also appear in such film as the thing ( 1982 ) and the journey of natty gann ( 1985 ) .   a sequel to the film , white fang 2 : myth of the white wolf , be release in 1994 . ",real mining,
138,Mines and Works Act," the mines and work act be a piece of legislation in south africa , originally pass in 1911 and amend in 1912 and 1926 before undergo further change in 1956 and 1959 . this act legally establish south africa 's employment "" colour bar . "" and be enact to establish the duty and responsibility   of worker in mines and works in south africa . ",real mining,
139,Motru," motru ( ) be a municipality in romania , gorj county . 

 motru be situate on the river of the same in western oltenia . the county capital târgu jiu be locate about 35    km northeast . the city administer eight village : dealu pomilor , horăști , însurăței , leurda , lupoița , ploștina , roșiuța and râpa . ",real mining,
140,Rio Tinto (corporation)," rio tinto be an anglo - australian multinational and one of the world 's large metal and mining corporation . the company be found in 1873 , when a multinational consortium of investor purchase a mine complex on the rio tinto , in huelva , spain , from the spanish government . since then , the company have grow through a long series of merger and acquisition to place itself among the world leader in the production of many commodity , include aluminium , iron ore , copper , uranium , and diamond . although primarily focus on extraction of mineral , rio tinto also have significant operation in refining , particularly for refine bauxite and iron ore .   the company have operation on six continent , but be mainly concentrate in australia and canada , and own its mining operation through a complex web of wholly and partly own subsidiary . rio tinto have joint head office in london ( global and "" plc "" ) and melbourne ( "" limited ""   australia).""contact Us . "" rio tinto group . retrieve 9 april 2010 . "" suburbs & postcodes . "" city of melbourne . retrieve 5 april 2010 . 

 rio tinto be a dual - list company trade on both the london stock exchange , where it be a component of the ftse 100 index , and the australian securities exchange , where it be a component of the s&p / asx 200 index . additionally , american depositary shares of rio tinto 's british branch be trade on the new york stock exchange , give it listing on a total of 3 major stock exchange . ",real mining,
141,"Uravan, Colorado"," uravan ( a contraction of uranium vanadium ) be an abandon uranium mining town in western montrose county , colorado , united states , that be now a superfund site . the town be a company town establish by u. s. vanadium corporation in 1936 to extract the rich vanadium ore in the region . as a byproduct of vanadium extraction , small amount of uranium be also produce , at the time mostly use as a yellow pigment . 

 the town be locate approximately   south - southwest of grand junction along the san miguel river .   at one time , over 800 people live in uravan , and the town house a school , a trading center ( store ) , medical facility , tennis court , a recreation center , and a pool .   however , uravan be abandon by the 1980 , and no trace of its former building remain . ",real mining,
142,Gold Diggers of '49," gold diggers of ' 49 be a 1935 warner bros. theatrical cartoon short in the looney tunes series . this film be the very first cartoon direct by tex avery for warner bros. , and be the second warners cartoon to feature the character porky pig . the star be beans the cat , with porky pig as the father of beans ' fiancée ( little kitty ) . bean and porky set out to find gold and run into some meanie along the way . 

 the short 's title allude to the california gold rush as well as to the popular busby berkeley musical gold diggers of 1933 and gold diggers of 1935 ( which be also release by warner bros. ) . 

 It be release on dvd on october 30 , 2007 , in the looney tunes golden collection : volume 5 . 

 It be release on dvd on september 19 , 2017 , in the porky pig 101 . ",real mining,
143,Union of Democratic Mineworkers," the union of democratic mineworkers ( udm ) be a british trade union for coal miner base in nottinghamshire , england . establish in 1985 after a constitutional crisis in the national union of mineworkers , the udm be give its certification on 6 december 1985 , although it have effectively be in existence since the nottinghamshire area of the num vote to secede from the federal union on 6 july 1985 .   after the event of the strike in 1984 - 5 , the nottinghamshire area of the num be involve in a number of dispute with the national executive committee that lead to a ballot in may on empower the nottingham area committee to disassociate from the num .   in ballot on 18 and 19 october on join with nottinghamshire in a new union , the south derbyshire area of the num vote in favour by 51 % and the colliery workers and allied trades association ( base mostly in durham ) vote in favour by almost 100 % . 

 the nottinghamshire miners ' association initially remain within the national union of mineworkers with elect officer include roy lynk and neil greatrex , later the general secretary of the udm . 

 in 1992 , the independent newspaper report that official from the udm have advise minister on how to cut miner ' power – include attempt to weaken the national association of colliery overmen , deputies and shotfirers ( nacods ) . 

 the udm be widely criticise in march 2004 after it be reveal that its top two official receive pay and benefit of over £ 150,000 each , despite membership have fall to 1,431 . on 3 april 2012 , former president neil greatrex be find guilty of fraud from a miner ' welfare fund . 

 in 2013 the udm announce plan to sell its headquarters ; however , the union spokesman insist there be no suggestion of wind the union up . ",real mining,
144,Silesian-American Corporation," silesian - american corporation ( saco ) be register as a corporation in delaware in 1926 to assume ownership of the giesche spolka akcyjna ( giesche ) that be register as a corporation in katowice , poland earlier during the interwar period . saco give substantial loan to giesche ’s erben by sell $ 15,000,000 collateral trust sink fund bond that would mature on august 1 , 1941 . giesche be that part of the holding of the german corporation bergwerksgesellschaft georg von giesche 's erben ( commonly refer to as giesche ’s erben ) that be in the previously german control upper silesia territory with the re - establish poland . 

 saco be 100 % own by : the silesian holding company ( 51 % of common stock and 58,33 % of preferred stock ) and giesche ( 49 % of common stock and 41,67 % of preferred stock ) . silesian holding company be own by anaconda copper mining ( 65 % ) and w. averell harriman . harriman 's portion would later be own by harriman , close affiliate and associate . ",real mining,
145,Nirex," nirex be a united kingdom body set up in 1982 by the uk nuclear industry to examine safe , environmental and economic aspect of deep geological disposal of intermediate - level and low - level radioactive waste . ",real mining,
146,Society of Economic Geologists," the society of economic geologists ( seg ) be a scientific organization that promote the study of geology as it relate to mining , mineral exploration , mineral resource classification and mineral extraction . the society 's publication board publish the scientific journal economic geology . the society serve 7,000 + member worldwide who be committed to advance the science and the discovery of mineral resource through research , publication , course , and field trip . 

 seg originate from a 1919 gathering of a group of geological society of america ( gsa ) member who be especially interested in economic geology . the society be establish on december 28 , 1920 , during a constitute meeting of 60 distinguished professional . ",real mining,
147,Astley Green Colliery Museum," the astley green colliery museum be a museum run by the red rose steam society in astley near tyldesley in greater manchester , england . ( )   before become a museum , the site be a work colliery that produce coal from 1912 to 1970 ; it be now protect as a scheduled monument . the museum occupy a   site by the bridgewater canal which have the only survive pit headgear and engine house on the lancashire coalfield . ",real mining,
148,Lupeni," lupeni (; german : schylwolfsbach , hungarian : lupény ) be a mining municipality in the jiu valley in hunedoara county , romania , in the historical region of transylvania . It be one of the old and large city in the jiu valley . It be locate on the bank of the west jiu river within the jiu valley , at a height vary between   ( in the east ) and . the distance from lupeni to petrosani be   ( dn66a ) , and to deva ( the capital of hunedoara county ) be . 

 the name be derive from the romanian "" lup "" , mean "" wolf "" . throughout the second part of the 19th century and most of the 20th century , the city 's economy be base on mining , but since the 1990 the economy have become more diverse , after many mine be close . ",real mining,
149,No liability," a no - liability company in australia ( suffix nl ) be a company which , under the corporations act 2001 ( cth ) , must have as its stated object that it be solely a mining company and that it be not entitle to call on the unpaid issue price of share . It be a company which be restrict to mining activity and be the only sort of corporation which be entitle to this form of liability , give the sometimes financially risky business of mining . most of the usual rule in the act apply to no - liability company , save that a mining company must adopt a constitution which state their object as mining . 

 no - liability company should not be confuse with the concept of limit liability . 

 no - liability company be differentiate from other company as their shareholder be not liable to pay call on unpaid share . this differ from traditional company structure where the purchase of share be a binding contract . should the shareholder choose not to pay when there be a call , the shareholder forfeit both the unpaid and pay shares.http://www.anz.com/edna/dictionary.asp?action=content&content=no_liability this encourage investment in potentially risky mining venture , as a shareholder with unpaid share can choose to withdraw from the company with no legal consequence . a successful mining company usually convert to a limited liability company when advantageous . ",real mining,
